Trip ID,Pick Date,Vehicle,Payment_type,No. of passenger_count,Trip Distance,Pickup Location,Booking Value,Total Bookings,Year,Quarter,Month,Day
20253,2024-06-07 00:00:00,UberX,Uber Pay,1,3.44,Penn Station/Madison Sq West,$18.8,1.0,1899,Qtr 4,December,30
20254,2024-06-07 00:00:00,UberX,Uber Pay,1,11.76,JFK Airport,$40.5,1.0,1899,Qtr 4,December,30
20255,2024-06-07 00:00:00,UberX,Uber Pay,1,1.3,East Harlem South,$8.2,1.0,1899,Qtr 4,December,30
20256,2024-06-07 00:00:00,UberXL,Uber Pay,1,3.1,East Chelsea,$15.2,1.0,1899,Qtr 4,December,30
20257,2024-06-07 00:00:00,Uber Comfort,Uber Pay,2,2.54,Yorkville West,$11.1,1.0,1899,Qtr 4,December,30
20258,2024-06-07 00:00:00,UberX,Cash,2,8.2,Lenox Hill West,$27.5,1.0,1899,Qtr 4,December,30
20259,2024-06-07 00:00:00,UberX,Uber Pay,1,6.46,JFK Airport,$22.7,1.0,1899,Qtr 4,December,30
20260,2024-06-07 00:00:00,UberX,Uber Pay,1,1.28,West Chelsea/Hudson Yards,$7.5,1.0,1899,Qtr 4,December,30
20261,2024-06-07 00:00:00,UberXL,Uber Pay,1,8.45,Upper West Side North,$26.0,1.0,1899,Qtr 4,December,30
20262,2024-06-07 00:00:00,UberX,Cash,1,1.04,East Harlem South,$5.5,1.0,1899,Qtr 4,December,30
20263,2024-06-07 00:00:00,UberXL,Uber Pay,1,3.31,Clinton East,$15.5,1.0,1899,Qtr 4,December,30
20264,2024-06-07 00:00:00,Uber Green,Cash,1,16.9,JFK Airport,$45.0,1.0,1899,Qtr 4,December,30
20265,2024-06-07 00:00:00,UberX,Uber Pay,1,9.16,Hamilton Heights,$31.4,1.0,1899,Qtr 4,December,30
20266,2024-06-07 00:00:00,Uber Comfort,Cash,2,3.11,Yorkville West,$12.5,1.0,1899,Qtr 4,December,30
20267,2024-06-07 00:00:00,UberX,Uber Pay,2,1.69,Flatiron,$9.0,1.0,1899,Qtr 4,December,30
20268,2024-06-07 00:00:00,Uber Comfort,Cash,1,7,East Harlem South,$22.0,1.0,1899,Qtr 4,December,30
20269,2024-06-07 00:00:00,UberX,Cash,1,1.3,Murray Hill,$6.5,1.0,1899,Qtr 4,December,30
20270,2024-06-07 00:00:00,UberX,Uber Pay,1,3,West Chelsea/Hudson Yards,$13.4,1.0,1899,Qtr 4,December,30
20271,2024-06-07 00:00:00,UberX,Cash,1,6,Midtown Center,$19.0,1.0,1899,Qtr 4,December,30
20272,2024-06-07 00:00:00,Uber Comfort,Uber Pay,2,1.8,Lincoln Square East,$8.5,1.0,1899,Qtr 4,December,30
20273,2024-06-07 00:00:00,Uber Green,Cash,1,2.63,East Harlem North,$11.5,1.0,1899,Qtr 4,December,30
20274,2024-06-07 00:00:00,Uber Comfort,Uber Pay,2,7.92,Lower East Side,$32.0,1.0,1899,Qtr 4,December,30
20275,2024-06-07 00:00:00,UberX,Cash,1,1.98,Financial District South,$12.5,1.0,1899,Qtr 4,December,30
20276,2024-06-07 00:00:00,UberXL,Uber Pay,1,1.2,Clinton East,$7.4,1.0,1899,Qtr 4,December,30
20277,2024-06-07 00:00:00,UberXL,Uber Pay,3,6.7,Clinton East,$31.4,1.0,1899,Qtr 4,December,30
20278,2024-06-07 00:00:00,UberX,Uber Pay,1,2.07,SoHo,$11.6,1.0,1899,Qtr 4,December,30
20279,2024-06-07 00:00:00,UberX,Uber Pay,2,3.35,Clinton East,$16.4,1.0,1899,Qtr 4,December,30
20280,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,1.4,Penn Station/Madison Sq West,$9.2,1.0,1899,Qtr 4,December,30
20281,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,2.05,Kips Bay,$13.5,1.0,1899,Qtr 4,December,30
20282,2024-06-07 00:00:00,UberX,Uber Pay,3,7.08,Lenox Hill West,$27.2,1.0,1899,Qtr 4,December,30
20283,2024-06-07 00:00:00,UberXL,Uber Pay,1,3.37,Lenox Hill West,$16.4,1.0,1899,Qtr 4,December,30
20284,2024-06-07 00:00:00,Uber Green,Uber Pay,1,3.31,East Chelsea,$13.2,1.0,1899,Qtr 4,December,30
20285,2024-06-07 00:00:00,UberX,Uber Pay,4,11.25,LaGuardia Airport,$38.1,1.0,1899,Qtr 4,December,30
20286,2024-06-07 00:00:00,UberX,Cash,1,3.76,JFK Airport,$12.5,1.0,1899,Qtr 4,December,30
20287,2024-06-07 00:00:00,UberX,Uber Pay,2,1.65,Murray Hill,$13.5,1.0,1899,Qtr 4,December,30
20288,2024-06-07 00:00:00,UberX,Uber Pay,2,5.53,Times Sq/Theatre District,$19.2,1.0,1899,Qtr 4,December,30
20289,2024-06-07 00:00:00,UberX,Uber Pay,3,2.65,Penn Station/Madison Sq West,$11.2,1.0,1899,Qtr 4,December,30
20290,2024-06-07 00:00:00,Uber Green,Uber Pay,1,3.8,Sutton Place/Turtle Bay North,$16.4,1.0,1899,Qtr 4,December,30
20291,2024-06-07 00:00:00,UberXL,Uber Pay,3,1.4,Bloomingdale,$12.3,1.0,1899,Qtr 4,December,30
20292,2024-06-07 00:00:00,Uber Green,Uber Pay,1,1.38,Clinton East,$8.6,1.0,1899,Qtr 4,December,30
20293,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,3.35,JFK Airport,$13.5,1.0,1899,Qtr 4,December,30
20294,2024-06-07 00:00:00,UberX,Uber Pay,1,4.44,Clinton East,$21.8,1.0,1899,Qtr 4,December,30
20295,2024-06-07 00:00:00,UberX,Uber Pay,1,1.67,Kips Bay,$11.0,1.0,1899,Qtr 4,December,30
20296,2024-06-07 00:00:00,UberX,Cash,1,1.6,Hamilton Heights,$7.5,1.0,1899,Qtr 4,December,30
20297,2024-06-07 00:00:00,UberX,Uber Pay,6,8.8,LaGuardia Airport,$30.5,1.0,1899,Qtr 4,December,30
20298,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,8.6,LaGuardia Airport,$31.3,1.0,1899,Qtr 4,December,30
20299,2024-06-07 00:00:00,UberX,Uber Pay,1,16.6,Clinton East,$50.0,1.0,1899,Qtr 4,December,30
20300,2024-06-07 00:00:00,Uber Green,Uber Pay,1,11.71,East Harlem North,$33.5,1.0,1899,Qtr 4,December,30
20301,2024-06-07 00:00:00,UberX,Uber Pay,2,3.12,East Chelsea,$15.2,1.0,1899,Qtr 4,December,30
20302,2024-06-07 00:00:00,Uber Comfort,Uber Pay,2,1.75,Lincoln Square East,$9.2,1.0,1899,Qtr 4,December,30
20303,2024-06-07 00:00:00,UberXL,Uber Pay,1,10.71,LaGuardia Airport,$36.2,1.0,1899,Qtr 4,December,30
20304,2024-06-07 00:00:00,UberXL,Cash,3,4.71,Yorkville West,$16.5,1.0,1899,Qtr 4,December,30
20305,2024-06-07 00:00:00,UberXL,Uber Pay,1,15.2,LaGuardia Airport,$51.2,1.0,1899,Qtr 4,December,30
20306,2024-06-07 00:00:00,UberXL,Uber Pay,1,1.38,Chinatown,$9.2,1.0,1899,Qtr 4,December,30
20307,2024-06-07 00:00:00,Uber Green,Uber Pay,1,3.3,Lincoln Square East,$18.0,1.0,1899,Qtr 4,December,30
20308,2024-06-07 00:00:00,UberXL,Uber Pay,2,2.39,Flatiron,$14.8,1.0,1899,Qtr 4,December,30
20309,2024-06-07 00:00:00,UberXL,Uber Pay,1,2.6,Yorkville West,$12.5,1.0,1899,Qtr 4,December,30
20310,2024-06-07 00:00:00,Uber Comfort,Cash,1,2.06,Upper West Side South,$9.5,1.0,1899,Qtr 4,December,30
20311,2024-06-07 00:00:00,UberX,Uber Pay,1,5.38,Elmhurst,$24.5,1.0,1899,Qtr 4,December,30
20312,2024-06-07 00:00:00,UberX,Uber Pay,1,10.1,LaGuardia Airport,$36.8,1.0,1899,Qtr 4,December,30
20313,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,1.36,Midtown South,$11.5,1.0,1899,Qtr 4,December,30
20314,2024-06-07 00:00:00,UberX,Uber Pay,1,2.5,Lower East Side,$12.2,1.0,1899,Qtr 4,December,30
20315,2024-06-07 00:00:00,Uber Black,Uber Pay,1,15.69,JFK Airport,$53.5,1.0,1899,Qtr 4,December,30
20316,2024-06-07 00:00:00,UberX,Uber Pay,1,2.8,Upper West Side South,$12.1,1.0,1899,Qtr 4,December,30
20317,2024-06-07 00:00:00,UberX,Uber Pay,6,2.64,Park Slope,$12.9,1.0,1899,Qtr 4,December,30
20318,2024-06-07 00:00:00,UberX,Uber Pay,1,2.66,Central Harlem North,$14.7,1.0,1899,Qtr 4,December,30
20319,2024-06-07 00:00:00,UberX,Uber Pay,1,1.4,Clinton East,$8.1,1.0,1899,Qtr 4,December,30
20320,2024-06-07 00:00:00,UberX,Uber Pay,2,3,Yorkville West,$12.5,1.0,1899,Qtr 4,December,30
20321,2024-06-07 00:00:00,UberXL,Uber Pay,1,6.5,LaGuardia Airport,$25.5,1.0,1899,Qtr 4,December,30
20322,2024-06-07 00:00:00,Uber Black,Cash,2,1.82,Lenox Hill West,$7.5,1.0,1899,Qtr 4,December,30
20323,2024-06-07 00:00:00,Uber Black,Cash,1,1.81,Lincoln Square East,$7.5,1.0,1899,Qtr 4,December,30
20324,2024-06-07 00:00:00,UberX,Uber Pay,1,2.91,Stuy Town/Peter Cooper Village,$14.0,1.0,1899,Qtr 4,December,30
20325,2024-06-07 00:00:00,Uber Green,Cash,2,2.4,East Village,$10.5,1.0,1899,Qtr 4,December,30
20326,2024-06-07 00:00:00,UberX,Uber Pay,1,1.38,West Chelsea/Hudson Yards,$9.0,1.0,1899,Qtr 4,December,30
20327,2024-06-07 00:00:00,Uber Green,Uber Pay,1,3.37,Springfield Gardens South,$13.0,1.0,1899,Qtr 4,December,30
20328,2024-06-07 00:00:00,Uber Black,Uber Pay,2,2.96,Manhattan Valley,$11.2,1.0,1899,Qtr 4,December,30
20329,2024-06-07 00:00:00,UberXL,Uber Pay,1,1.9,Morningside Heights,$9.5,1.0,1899,Qtr 4,December,30
20330,2024-06-07 00:00:00,Uber Green,Cash,2,1.4,East Harlem South,$7.5,1.0,1899,Qtr 4,December,30
20331,2024-06-07 00:00:00,UberXL,Cash,1,4.9,East Harlem South,$16.0,1.0,1899,Qtr 4,December,30
20332,2024-06-07 00:00:00,UberXL,Cash,1,1.5,Washington Heights South,$7.0,1.0,1899,Qtr 4,December,30
20333,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,2.9,Penn Station/Madison Sq West,$15.2,1.0,1899,Qtr 4,December,30
20334,2024-06-07 00:00:00,UberX,Uber Pay,1,7.8,Midtown East,$24.0,1.0,1899,Qtr 4,December,30
20335,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,2.23,Clinton East,$14.6,1.0,1899,Qtr 4,December,30
20336,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,6.95,Lenox Hill East,$25.4,1.0,1899,Qtr 4,December,30
20337,2024-06-07 00:00:00,Uber Green,Uber Pay,5,13.59,Springfield Gardens South,$38.0,1.0,1899,Qtr 4,December,30
20338,2024-06-07 00:00:00,Uber Comfort,Uber Pay,2,1.94,West Chelsea/Hudson Yards,$10.5,1.0,1899,Qtr 4,December,30
20339,2024-06-07 00:00:00,UberX,Uber Pay,1,1.59,Clinton East,$9.5,1.0,1899,Qtr 4,December,30
20340,2024-06-07 00:00:00,UberX,Uber Pay,1,10.17,Bedford,$39.8,1.0,1899,Qtr 4,December,30
20341,2024-06-07 00:00:00,Uber Comfort,Cash,1,12.36,JFK Airport,$33.5,1.0,1899,Qtr 4,December,30
20342,2024-06-07 00:00:00,Uber Black,Uber Pay,1,1.42,East Chelsea,$10.9,1.0,1899,Qtr 4,December,30
20343,2024-06-07 00:00:00,UberXL,Uber Pay,1,8.48,LaGuardia Airport,$30.8,1.0,1899,Qtr 4,December,30
20344,2024-06-07 00:00:00,UberXL,Uber Pay,2,5.88,Lincoln Square East,$28.4,1.0,1899,Qtr 4,December,30
20345,2024-06-07 00:00:00,UberXL,Cash,2,13.2,Lenox Hill West,$38.0,1.0,1899,Qtr 4,December,30
20346,2024-06-07 00:00:00,Uber Green,Uber Pay,1,9.5,LaGuardia Airport,$31.5,1.0,1899,Qtr 4,December,30
20347,2024-06-07 00:00:00,UberX,Uber Pay,2,8.2,LaGuardia Airport,$32.0,1.0,1899,Qtr 4,December,30
20348,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,2,West Chelsea/Hudson Yards,$12.8,1.0,1899,Qtr 4,December,30
20349,2024-06-07 00:00:00,UberX,Cash,1,1.79,Morningside Heights,$8.5,1.0,1899,Qtr 4,December,30
20350,2024-06-07 00:00:00,Uber Black,Cash,1,1.1,Upper East Side South,$5.0,1.0,1899,Qtr 4,December,30
20351,2024-06-07 00:00:00,UberX,Uber Pay,1,3.5,NV,$15.3,1.0,1899,Qtr 4,December,30
20352,2024-06-07 00:00:00,Uber Green,Uber Pay,1,16.73,LaGuardia Airport,$52.0,1.0,1899,Qtr 4,December,30
20353,2024-06-07 00:00:00,UberXL,Uber Pay,5,2.6,Upper West Side South,$12.2,1.0,1899,Qtr 4,December,30
20354,2024-06-07 00:00:00,Uber Comfort,Uber Pay,5,2.83,Yorkville West,$12.0,1.0,1899,Qtr 4,December,30
20355,2024-06-07 00:00:00,UberX,Cash,1,2.9,Yorkville West,$11.5,1.0,1899,Qtr 4,December,30
20356,2024-06-07 00:00:00,Uber Black,Uber Pay,1,1.3,Upper West Side North,$6.5,1.0,1899,Qtr 4,December,30
20357,2024-06-07 00:00:00,UberXL,Uber Pay,1,12.4,JFK Airport,$49.1,1.0,1899,Qtr 4,December,30
20358,2024-06-07 00:00:00,Uber Green,Uber Pay,1,10.8,LaGuardia Airport,$35.5,1.0,1899,Qtr 4,December,30
20359,2024-06-07 00:00:00,UberX,Uber Pay,1,18.97,Flatbush/Ditmas Park,$55.9,1.0,1899,Qtr 4,December,30
20360,2024-06-07 00:00:00,UberXL,Uber Pay,1,3.5,Lenox Hill East,$16.4,1.0,1899,Qtr 4,December,30
20361,2024-06-07 00:00:00,UberX,Uber Pay,1,2.8,North Corona,$10.5,1.0,1899,Qtr 4,December,30
20362,2024-06-07 00:00:00,UberX,Cash,1,2.63,Mott Haven/Port Morris,$12.0,1.0,1899,Qtr 4,December,30
20363,2024-06-07 00:00:00,Uber Black,Uber Pay,1,4.2,Lenox Hill West,$16.5,1.0,1899,Qtr 4,December,30
20364,2024-06-07 00:00:00,UberX,Uber Pay,2,12.24,LaGuardia Airport,$41.0,1.0,1899,Qtr 4,December,30
20365,2024-06-07 00:00:00,Uber Comfort,Cash,1,6.75,LaGuardia Airport,$20.5,1.0,1899,Qtr 4,December,30
20366,2024-06-07 00:00:00,Uber Green,Cash,1,1.7,Claremont/Bathgate,$14.0,1.0,1899,Qtr 4,December,30
20367,2024-06-07 00:00:00,Uber Comfort,Cash,1,5.98,LaGuardia Airport,$19.0,1.0,1899,Qtr 4,December,30
20368,2024-06-07 00:00:00,UberX,Uber Pay,1,1.35,Kips Bay,$7.0,1.0,1899,Qtr 4,December,30
20369,2024-06-07 00:00:00,UberX,Uber Pay,1,6.3,Penn Station/Madison Sq West,$25.4,1.0,1899,Qtr 4,December,30
20370,2024-06-07 00:00:00,Uber Black,Cash,1,1.3,Penn Station/Madison Sq West,$6.0,1.0,1899,Qtr 4,December,30
20371,2024-06-07 00:00:00,UberX,Cash,1,1.41,Morningside Heights,$7.5,1.0,1899,Qtr 4,December,30
20372,2024-06-07 00:00:00,UberXL,Cash,1,11.42,Clinton East,$42.5,1.0,1899,Qtr 4,December,30
20373,2024-06-07 00:00:00,UberX,Uber Pay,1,13.01,JFK Airport,$47.7,1.0,1899,Qtr 4,December,30
20374,2024-06-07 00:00:00,Uber Comfort,Amazon Pay,1,7.2,JFK Airport,$21.5,1.0,1899,Qtr 4,December,30
20375,2024-06-07 00:00:00,Uber Green,Uber Pay,1,1.2,Upper West Side South,$8.3,1.0,1899,Qtr 4,December,30
20376,2024-06-07 00:00:00,Uber Green,Uber Pay,1,4.5,Clinton East,$18.8,1.0,1899,Qtr 4,December,30
20377,2024-06-07 00:00:00,UberXL,Uber Pay,1,2,Garment District,$8.5,1.0,1899,Qtr 4,December,30
20378,2024-06-07 00:00:00,Uber Comfort,Amazon Pay,2,3.8,Garment District,$13.5,1.0,1899,Qtr 4,December,30
20379,2024-06-07 00:00:00,UberXL,Uber Pay,1,4.4,Penn Station/Madison Sq West,$19.0,1.0,1899,Qtr 4,December,30
20380,2024-06-07 00:00:00,Uber Green,Uber Pay,1,2.9,East Williamsburg,$12.8,1.0,1899,Qtr 4,December,30
20381,2024-06-07 00:00:00,Uber Black,Uber Pay,2,6.5,Clinton East,$25.3,1.0,1899,Qtr 4,December,30
20382,2024-06-07 00:00:00,UberX,Uber Pay,1,1.33,Central Harlem North,$9.3,1.0,1899,Qtr 4,December,30
20383,2024-06-07 00:00:00,Uber Comfort,Cash,6,1.23,West Village,$6.0,1.0,1899,Qtr 4,December,30
20384,2024-06-07 00:00:00,Uber Comfort,Cash,1,1.8,Upper East Side North,$7.5,1.0,1899,Qtr 4,December,30
20385,2024-06-07 00:00:00,Uber Green,Cash,1,5.32,JFK Airport,$16.0,1.0,1899,Qtr 4,December,30
20386,2024-06-07 00:00:00,UberX,Uber Pay,1,9.7,Lincoln Square East,$28.5,1.0,1899,Qtr 4,December,30
20387,2024-06-07 00:00:00,UberX,Uber Pay,1,2.4,East Chelsea,$10.0,1.0,1899,Qtr 4,December,30
20388,2024-06-07 00:00:00,UberX,Uber Pay,1,1.44,Penn Station/Madison Sq West,$11.5,1.0,1899,Qtr 4,December,30
20389,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,4.74,Penn Station/Madison Sq West,$21.2,1.0,1899,Qtr 4,December,30
20390,2024-06-07 00:00:00,Uber Green,Cash,1,1.2,NV,$7.0,1.0,1899,Qtr 4,December,30
20391,2024-06-07 00:00:00,UberXL,Uber Pay,1,4.3,Midtown East,$20.0,1.0,1899,Qtr 4,December,30
20392,2024-06-07 00:00:00,Uber Black,Uber Pay,1,6.36,Fort Greene,$24.3,1.0,1899,Qtr 4,December,30
20393,2024-06-07 00:00:00,Uber Green,Uber Pay,1,3.88,LaGuardia Airport,$17.2,1.0,1899,Qtr 4,December,30
20394,2024-06-07 00:00:00,UberX,Uber Pay,1,9.06,Pelham Parkway,$28.7,1.0,1899,Qtr 4,December,30
20395,2024-06-07 00:00:00,Uber Green,Cash,2,7.6,Clinton East,$22.5,1.0,1899,Qtr 4,December,30
20396,2024-06-08 00:00:00,Uber Comfort,Uber Pay,1,9.2,Midtown North,$35.0,1.0,1899,Qtr 4,December,30
20397,2024-06-08 00:00:00,UberX,Uber Pay,1,1.31,Central Park,$8.6,1.0,1899,Qtr 4,December,30
20398,2024-06-08 00:00:00,UberX,Uber Pay,1,2.42,Kips Bay,$12.8,1.0,1899,Qtr 4,December,30
20399,2024-06-08 00:00:00,Uber Black,Uber Pay,1,3.66,Lenox Hill West,$20.0,1.0,1899,Qtr 4,December,30
20400,2024-06-08 00:00:00,Uber Black,Cash,1,3.78,Kips Bay,$13.0,1.0,1899,Qtr 4,December,30
20401,2024-06-08 00:00:00,Uber Green,Uber Pay,1,1.66,Kips Bay,$8.9,1.0,1899,Qtr 4,December,30
20402,2024-06-08 00:00:00,Uber Green,Uber Pay,1,3.29,Clinton East,$15.2,1.0,1899,Qtr 4,December,30
20403,2024-06-08 00:00:00,UberXL,Uber Pay,1,2.25,Williamsburg (South Side),$8.5,1.0,1899,Qtr 4,December,30
20404,2024-06-08 00:00:00,UberXL,Cash,1,7.4,Lenox Hill East,$21.5,1.0,1899,Qtr 4,December,30
20405,2024-06-08 00:00:00,Uber Black,Cash,1,2.17,Gramercy,$8.0,1.0,1899,Qtr 4,December,30
20406,2024-06-08 00:00:00,Uber Black,Uber Pay,1,9.8,UN/Turtle Bay South,$36.2,1.0,1899,Qtr 4,December,30
20407,2024-06-08 00:00:00,UberX,Uber Pay,2,7,Washington Heights North,$20.5,1.0,1899,Qtr 4,December,30
20408,2024-06-08 00:00:00,Uber Green,Uber Pay,1,1.86,Pelham Parkway,$13.5,1.0,1899,Qtr 4,December,30
20409,2024-06-08 00:00:00,Uber Black,Amazon Pay,1,5.1,Williamsburg (South Side),$17.0,1.0,1899,Qtr 4,December,30
20410,2024-06-08 00:00:00,UberX,Uber Pay,1,6.63,UN/Turtle Bay South,$26.6,1.0,1899,Qtr 4,December,30
20411,2024-06-07 00:00:00,UberXL,Cash,1,6.68,Midtown Center,$23.0,1.0,1899,Qtr 4,December,30
20412,2024-06-08 00:00:00,UberX,Uber Pay,6,4.44,Central Harlem North,$15.0,1.0,1899,Qtr 4,December,30
20413,2024-06-08 00:00:00,Uber Comfort,Uber Pay,1,2.03,Kips Bay,$10.4,1.0,1899,Qtr 4,December,30
20414,2024-06-08 00:00:00,UberX,Uber Pay,1,13.7,Norwood,$42.2,1.0,1899,Qtr 4,December,30
20415,2024-06-08 00:00:00,UberX,Cash,1,7.1,East Harlem North,$21.0,1.0,1899,Qtr 4,December,30
20416,2024-06-08 00:00:00,Uber Comfort,Cash,1,1.5,Upper East Side South,$8.5,1.0,1899,Qtr 4,December,30
20417,2024-06-07 00:00:00,Uber Black,Uber Pay,1,8.29,Kips Bay,$33.7,1.0,1899,Qtr 4,December,30
20418,2024-06-08 00:00:00,UberX,Uber Pay,1,3.46,Yorkville East,$15.8,1.0,1899,Qtr 4,December,30
20419,2024-06-08 00:00:00,UberXL,Uber Pay,1,1.7,Yorkville West,$9.2,1.0,1899,Qtr 4,December,30
20420,2024-06-08 00:00:00,UberX,Uber Pay,2,1.32,Murray Hill,$7.0,1.0,1899,Qtr 4,December,30
20421,2024-06-08 00:00:00,Uber Comfort,Uber Pay,1,2,Morningside Heights,$9.5,1.0,1899,Qtr 4,December,30
20422,2024-06-08 00:00:00,UberX,Cash,2,1.1,Washington Heights North,$6.5,1.0,1899,Qtr 4,December,30
20423,2024-06-08 00:00:00,UberXL,Cash,1,6.3,West Concourse,$23.0,1.0,1899,Qtr 4,December,30
20424,2024-06-08 00:00:00,UberXL,Uber Pay,1,1.66,Downtown Brooklyn/MetroTech,$9.1,1.0,1899,Qtr 4,December,30
20425,2024-06-08 00:00:00,Uber Black,Cash,1,2.46,NV,$9.0,1.0,1899,Qtr 4,December,30
20426,2024-06-08 00:00:00,UberX,Uber Pay,1,6.94,Midtown East,$30.4,1.0,1899,Qtr 4,December,30
20427,2024-06-08 00:00:00,Uber Green,Cash,1,1.88,Elmhurst,$9.0,1.0,1899,Qtr 4,December,30
20428,2024-06-08 00:00:00,Uber Black,Cash,1,2.2,East Concourse/Concourse Village,$10.5,1.0,1899,Qtr 4,December,30
20429,2024-06-08 00:00:00,UberX,Cash,2,4.5,Upper East Side South,$14.5,1.0,1899,Qtr 4,December,30
20430,2024-06-08 00:00:00,Uber Green,Cash,1,1.87,East Harlem South,$8.0,1.0,1899,Qtr 4,December,30
20431,2024-06-08 00:00:00,UberX,Cash,2,2.9,West Village,$11.0,1.0,1899,Qtr 4,December,30
20432,2024-06-08 00:00:00,Uber Green,Cash,1,4.6,Downtown Brooklyn/MetroTech,$18.0,1.0,1899,Qtr 4,December,30
20433,2024-06-08 00:00:00,Uber Comfort,Uber Pay,1,1.97,Clinton East,$10.5,1.0,1899,Qtr 4,December,30
20434,2024-06-08 00:00:00,UberX,Uber Pay,3,12.2,West Chelsea/Hudson Yards,$35.0,1.0,1899,Qtr 4,December,30
20435,2024-06-08 00:00:00,Uber Black,Uber Pay,1,3.12,Midtown North,$13.0,1.0,1899,Qtr 4,December,30
20436,2024-06-08 00:00:00,UberX,Uber Pay,1,11.24,North Corona,$38.8,1.0,1899,Qtr 4,December,30
20437,2024-06-08 00:00:00,Uber Black,Uber Pay,1,4,Central Harlem North,$15.9,1.0,1899,Qtr 4,December,30
20438,2024-06-08 00:00:00,UberXL,Cash,1,18.25,Murray Hill,$50.5,1.0,1899,Qtr 4,December,30
20439,2024-06-08 00:00:00,UberX,Uber Pay,1,11.04,Yorkville West,$43.5,1.0,1899,Qtr 4,December,30
20440,2024-06-08 00:00:00,UberX,Cash,1,12.12,SoHo,$35.0,1.0,1899,Qtr 4,December,30
20441,2024-06-08 00:00:00,UberX,Cash,1,10.49,Gramercy,$30.0,1.0,1899,Qtr 4,December,30
20442,2024-06-08 00:00:00,UberX,Cash,1,1.7,Prospect-Lefferts Gardens,$8.0,1.0,1899,Qtr 4,December,30
20443,2024-06-08 00:00:00,Uber Comfort,Uber Pay,1,2.27,Penn Station/Madison Sq West,$11.0,1.0,1899,Qtr 4,December,30
20444,2024-06-08 00:00:00,Uber Comfort,Amazon Pay,1,6.5,Clinton East,$24.0,1.0,1899,Qtr 4,December,30
20445,2024-06-08 00:00:00,Uber Black,Uber Pay,1,9.48,Greenwich Village South,$38.5,1.0,1899,Qtr 4,December,30
20446,2024-06-08 00:00:00,Uber Comfort,Cash,1,4.5,Lower East Side,$15.5,1.0,1899,Qtr 4,December,30
20447,2024-06-08 00:00:00,UberX,Uber Pay,1,6.69,Midtown East,$26.0,1.0,1899,Qtr 4,December,30
20448,2024-06-08 00:00:00,Uber Black,Uber Pay,1,6.42,Clinton East,$26.5,1.0,1899,Qtr 4,December,30
20449,2024-06-08 00:00:00,Uber Black,Uber Pay,2,8.27,Penn Station/Madison Sq West,$29.0,1.0,1899,Qtr 4,December,30
20450,2024-06-08 00:00:00,Uber Comfort,Cash,1,5.55,Upper West Side North,$19.0,1.0,1899,Qtr 4,December,30
20451,2024-06-08 00:00:00,UberX,Uber Pay,1,11.2,Central Harlem North,$42.7,1.0,1899,Qtr 4,December,30
20452,2024-06-08 00:00:00,UberX,Cash,1,1.05,Manhattanville,$6.5,1.0,1899,Qtr 4,December,30
20453,2024-06-08 00:00:00,Uber Green,Cash,1,2.19,Upper West Side South,$9.5,1.0,1899,Qtr 4,December,30
20454,2024-06-08 00:00:00,UberX,Uber Pay,1,7.94,Yorkville East,$31.2,1.0,1899,Qtr 4,December,30
20455,2024-06-08 00:00:00,Uber Black,Uber Pay,1,2.43,Midtown South,$11.2,1.0,1899,Qtr 4,December,30
20456,2024-06-08 00:00:00,UberX,Uber Pay,1,3.76,East Village,$18.0,1.0,1899,Qtr 4,December,30
20457,2024-06-08 00:00:00,Uber Comfort,Cash,1,3.93,Steinway,$13.0,1.0,1899,Qtr 4,December,30
20458,2024-06-08 00:00:00,Uber Green,Uber Pay,1,8.01,Chinatown,$30.2,1.0,1899,Qtr 4,December,30
20459,2024-06-08 00:00:00,Uber Comfort,Uber Pay,1,3.21,Penn Station/Madison Sq West,$15.3,1.0,1899,Qtr 4,December,30
20460,2024-06-08 00:00:00,Uber Black,Cash,1,19.78,Garment District,$54.0,1.0,1899,Qtr 4,December,30
20461,2024-06-08 00:00:00,Uber Black,Cash,1,1.11,Yorkville West,$6.0,1.0,1899,Qtr 4,December,30
20462,2024-06-08 00:00:00,Uber Comfort,Cash,2,7.48,Hamilton Heights,$22.5,1.0,1899,Qtr 4,December,30
20463,2024-06-08 00:00:00,Uber Black,Cash,1,1.32,Lincoln Square East,$6.0,1.0,1899,Qtr 4,December,30
20464,2024-06-08 00:00:00,Uber Black,Cash,1,1.47,Penn Station/Madison Sq West,$6.5,1.0,1899,Qtr 4,December,30
20465,2024-06-08 00:00:00,Uber Green,Cash,5,1.96,Yorkville West,$8.0,1.0,1899,Qtr 4,December,30
20466,2024-06-08 00:00:00,Uber Green,Uber Pay,1,1.36,Lincoln Square West,$8.0,1.0,1899,Qtr 4,December,30
20467,2024-06-08 00:00:00,UberXL,Uber Pay,1,1.5,Central Harlem,$8.1,1.0,1899,Qtr 4,December,30
